archaeological_stratigraphy.cultural_period;archaeological_stratigraphy.technocomplex;archaeological_stratigraphy.regional_technocomplex;archaeological_stratigraphy.idarchstrat;locality.x;locality.y;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;1.253597;44.858492;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;1.254507;44.858401;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;3.638333;46.411667;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;6.368111;51.140237;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;6.487427;53.082927;
Middle Paleolithic;MP/ Szeletian;Eurasia;Szeletian;9.8919444;48.547777;
Middle Paleolithic;MP/ Szeletian;Eurasia;Szeletian;12.105278;49.075833;
Middle Paleolithic;MP/ Szeletian;Eurasia;Szeletian;16.41114;49.045418;
Middle Paleolithic;MP/ Szeletian;Eurasia;Szeletian;34.4045;45.0029;
Middle Paleolithic;MP/ non-Levalloiso-Mousterian - Levant;Levant;non-Levalloiso-Mousterian - Levant;36.63778;33.99139;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-9.40061;39.355941;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-9.253889;39.326667;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-9.219934;38.862988;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-9.203298;38.875843;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-8.809309;37.089917;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-8.653298;39.530409;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-8.547178;39.980955;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-8.4162;39.646975;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-7.100869;40.979184;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-6.962;33.922;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-6.954;33.928;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-6.926;33.953;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-6.898;33.979;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-6.833;33.917;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-5.93;35.75;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-4.497876;36.621317;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-3.966;43.292;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-3.551031;33.618288;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-3.429722;37.448889;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-2.157071;47.189989;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-1.8731;34.7181;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-1.582255;43.435361;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;-0.402681;47.993774;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;0.355811;46.617762;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;1.687714;44.876506;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;3.090439;43.1305;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;3.837433;46.476466;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;4.021907;45.979166;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;4.586667;47.247778;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;4.771361;44.469556;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;4.847802;44.882911;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;5.57075;47.130415;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;5.7;50.56;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;6.055859;43.700349;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;6.6;36.35;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;7.3;47.41;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;8.331649;44.164327;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;8.37;44.19;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;9.211935;48.176788;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;9.7775;48.4052778;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;10.1551;48.5543;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;10.1797222;48.5902778;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;10.450318;48.818502;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;11.784569;48.934667;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;17.96;40.154167;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;18.481;42.779;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;19.831667;50.196667;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;21.679444;39.680833;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;21.8115;32.9081;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;23.13246;37.4229;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;23.384602;43.089643;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;25.429722;42.947222;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;33.9725;26.2433;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;34.4045;45.0029;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;34.975534;32.736373;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;34.978732;32.737281;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;36.51773;33.82055;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;36.54931;33.84674;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;37.28;12.24;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;44.220786;36.830271;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;55.847441;25.118734;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;81.074453;50.387007;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;105.033333;25.016667;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;106.501861;38.298667;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;107.199167;23.566667;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;115.47575;45.23983;
Neolithic;NP/ Neolithic;Eurasia;Neolithic;133.08675;59.6304;
Upper Paleolithic;UP/ Ahmarian;Levant;Ahmarian;34.935529;32.557755;
Upper Paleolithic;UP/ Ahmarian;Levant;Ahmarian;35.3484;29.9455;
Upper Paleolithic;UP/ Ahmarian;Levant;Ahmarian;35.640847;33.914028;
Upper Paleolithic;UP/ Ahmarian;Levant;Ahmarian;35.959;35.983;
Upper Paleolithic;UP/ Ahmarian;Levant;Ahmarian;38.88792;35.26916;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-9.219934;38.862988;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-9.203298;38.875843;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-8.932778;39.349874;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-8.928889;39.338889;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-8.91581;39.331801;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-8.653298;39.530409;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-8.4162;39.646975;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-7.100869;40.979184;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-4.497876;36.621317;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-4.433125;48.648348;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-3.966;43.292;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-3.9333;43.397;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-2.157071;47.189989;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-1.4600976;43.479292;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-1.206111;43.352778;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-0.919562;43.135472;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-0.717041;43.629835;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-0.505378;45.748985;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-0.419995;45.436361;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-0.418855;45.438056;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-0.402527;47.993957;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-0.40076;47.993092;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;-0.346467;45.708287;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.142974;45.539602;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.422003;45.684103;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.446667;45.67;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.480362;45.678805;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.53604;43.055293;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.560251;44.856549;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.745592;44.406116;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.840563;46.691766;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.906205;44.271956;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;0.938124;44.951776;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.012781;44.936947;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.053517;44.992153;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.055363;44.977295;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.059966;44.994829;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.083613;44.851378;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.101003;45.000152;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.101332;44.999663;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.103853;45.011664;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.106591;44.947518;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.159131;44.809444;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.248703;44.868487;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.345606;44.771609;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.36423;44.797031;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.614708;43.009567;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;1.687714;44.876506;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;2.866667;43.333333;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;3.090439;43.1305;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;3.095645;43.308231;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;3.261343;46.949406;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;3.762754;47.590598;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;3.9769444;50.4819444;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;4.333187;43.924079;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;4.719736;46.297734;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;5.0092;50.4471;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;5.2940389;50.4303722;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;5.7;50.56;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;6.659174;50.545564;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;6.660123;50.544991;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;6.780496;50.694433;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;7.533495;43.784035;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;7.534446;43.784105;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;7.535219;43.783937;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;7.624766;48.578703;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;8.12744;50.418896;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;9.209709;48.17976;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;9.211935;48.176788;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;9.7541;48.3793;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;9.7612;48.387;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;9.7713;48.3983;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;9.7775;48.4052778;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;10.1551;48.5543;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;10.1725;48.5491667;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;10.1797222;48.5902778;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;10.39;44.13;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;10.450318;48.818502;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;10.905175;45.5918667;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;11.565036;50.662578;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;12.085208;51.008681;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;12.15122;49.06838;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;13.1;41.24;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;13.545645;46.064499;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;13.88;44.89;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;14.340491;46.183055;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;14.400869;46.265742;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;14.5788;36.8025;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;15.38;40;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;15.4042222;48.3231944;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;15.60037;48.415118;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;15.602579;48.440568;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;15.834476;48.281342;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;16.0717056;46.2991611;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;16.112169;48.683372;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;19.484444;50.616111;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;20.0786;44.1909;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;22.1915;45.4902;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;22.1932;45.5111;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;22.807555;37.689788;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;22.92448;45.3355;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;23.13246;37.4229;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;23.384602;43.089643;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;25.429722;42.947222;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;27.1;48.07;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;34.4045;45.0029;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;34.935529;32.557755;
Upper Paleolithic;UP/ Aurignacian;Europe;Aurignacian;48.211389;33.508333;
Upper Paleolithic;UP/ Dabban;North Africa;Dabban;21.6;32.7;
Upper Paleolithic;UP/ Dabban;North Africa;Dabban;21.8115;32.9081;
Upper Paleolithic;UP/ Early Upper Paleolithic - E Asia;E Asia;Early Upper Paleolithic - E Asia;111.60778;33.79;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;-8.653298;39.530409;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;-8.4162;39.646975;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;3.27456;48.156216;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;15.4042222;48.3231944;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;22.31;44.65;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;22.703547;43.65217;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;23.13246;37.4229;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;23.167351;48.173072;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;27.186391;48.576552;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;35.077005;32.653561;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;35.08333;47.58333;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;43.260541;42.313986;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;51.4351;30.284036;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;84.6775;51.3976;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;84.800732;47.130704;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;101.834361;51.663193;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;102.536184;51.68479;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;104.243479;52.292467;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;105.8333;53.93333;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;108.166454;51.656708;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;109.773135;52.298098;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;109.861073;52.350183;
Upper Paleolithic;UP/ Early Upper Paleolithic - Eurasia;Eurasia;Early Upper Paleolithic - Eurasia;110.5833;52.43333;
Upper Paleolithic;UP/ Emiran;Levant;Emiran;35.514933;32.86467;
Upper Paleolithic;UP/ Emiran;Levant;Emiran;35.961602;30.837147;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-9.40061;39.355941;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-9.253889;39.326667;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-9.203298;38.875843;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-8.932778;39.349874;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-8.809309;37.089917;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-8.756944;39.541944;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-8.732778;39.756944;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-8.653298;39.530409;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-8.547178;39.980955;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-8.508889;39.479722;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-8.137669;38.54363;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-7.100869;40.979184;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-4.497876;36.621317;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-3.966;43.292;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-3.02298;48.821184;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-2.991284;48.864142;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-2.52917;43.079221;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-1.458583;43.482044;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-1.206111;43.352778;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-0.919562;43.135472;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-0.717041;43.629835;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-0.502094;45.039195;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-0.403915;47.99149;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-0.402527;47.993957;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-0.40076;47.993092;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;-0.346467;45.708287;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;0.422003;45.684103;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;0.53604;43.055293;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;0.666179;43.233363;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;0.938124;44.951776;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.001075;44.95219;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.012781;44.936947;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.055363;44.977295;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.083613;44.851378;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.100449;45.000359;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.103853;45.011664;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.106591;44.947518;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.159131;44.809444;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.345606;44.771609;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.614708;43.009567;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.644291;44.507616;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;1.687714;44.876506;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;2.661661;48.251238;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;3.090439;43.1305;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;3.762754;47.590598;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;3.9769444;50.4819444;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;4.021907;45.979166;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;4.547035;44.319764;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;4.586667;47.247778;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;4.719736;46.297734;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;5.385378;46.512631;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;5.57075;47.130415;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;5.7;50.56;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;6.595378;43.529564;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;6.945657;51.227301;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;7.534446;43.784105;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;7.535219;43.783937;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;7.554558;50.356033;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;7.624766;48.578703;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;8.12744;50.418896;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;8.261257;49.993703;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;8.331649;44.164327;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;9.35;44.38;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;9.7541;48.3793;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;9.7612;48.387;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;9.7713;48.3983;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;9.7775;48.4052778;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;10.1551;48.5543;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;10.1725;48.5491667;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;10.905175;45.5918667;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;11.15;43.58;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;11.6;45.47;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;12.1035;48.99415;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;12.566667;48.816667;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;12.87;43.024;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;12.88;46.24;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;13.1;41.24;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;14.1298;41.2314;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;15.38;40;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;15.387452;39.997665;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;15.400185;48.29323;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;15.4042222;48.3231944;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;15.5533;41.6904;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;15.59952;48.414467;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;15.60037;48.415118;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;15.685902;48.467344;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;16.0717056;46.2991611;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;16.626248;49.202277;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;16.833889;48.418889;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;17.437093;49.469426;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;17.43739;49.4679;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;18.481;42.779;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;20.0786;44.1909;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;20.126131;49.428689;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;20.21;43.62;
