Table geological_layer_age
geolayer_idlocality;geolayer_name;laboratory_idlaboratory;analysis_number;age;positive_standard_deviation;negative_standard_deviation;dating_method;material_dated;date_of_analysis;comments;owner;created;mod_history;
Porc Epic Cave;Layer 4a;Beta;Beta-193516;35600;350;350;14C (radiocarbon) dating;shell;2006;only depth (180-190cm) and square (4N-14W) of the sample are known, but not the specific layer, according to the depth a correlation with Layer 4a seems to be the most realistic interpretation;Matthias Göden;29.03.2017;Matthias Göden  29.03.17;
Porc Epic Cave;Layer 4a;Beta;Beta-193517;33700;300;300;14C (radiocarbon) dating;shell;2006;only depth (160-170cm) and square (5N-6W) of the sample are known, but not the specific layer, according to the depth a correlation with Layer 4a seems to be the most realistic interpretation;Matthias Göden;29.03.2017;Matthias Göden  29.03.17;
Potocka zijalka;Layer 5;OxA;OxA-28061;32550;500;500;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 5;VERA;VERA-2521;31080;370;360;14C (radiocarbon) dating;bone;2004;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 5;VERA;VERA-2522;30140;340;330;14C (radiocarbon) dating;bone;2004;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 5;OxA;OxA-27850;30380;370;370;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 5;OxA;OxA-27853;31500;400;400;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 5;OxA;OxA-27854;30800;370;370;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 5;OxA;OxA-28038;31950;450;450;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 7;VERA;VERA-2524;29760;330;310;14C (radiocarbon) dating;bone;2004;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 7;VERA;VERA-2523;31490;350;340;14C (radiocarbon) dating;bone;2004;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 7;OxA;OxA-27849;31220;400;400;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 7;OxA;OxA-27852;31360;400;400;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 7;VERA;VERA-2525;29740;330;310;14C (radiocarbon) dating;bone;2004;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 7;OxA;OxA-27850;30380;370;370;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 7;VERA;VERA-2526;29560;270;270;14C (radiocarbon) dating;bone;2004;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Potocka zijalka;Layer 7;OxA;OxA-27851;30910;380;380;14C (radiocarbon) dating;bone;2013;;Armando Falcucci;05.06.2020;Armando Falcucci  05.06.20; Armando Falcucci  16.09.20;
Pradayrol;Unit 2A;;;236000;3000;3000;ESR (electron spin resonance) dating;tooth human;2009;EU age, Blackwell et al 2009;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Pradayrol;Unit 2A;;;330000;5000;5000;ESR (electron spin resonance) dating;tooth human;2009;LU age, Blackwell et al 2009, according to authors the most likely age;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Pradayrol;Unit 2A;;;467000;10000;10000;ESR (electron spin resonance) dating;tooth human;2009;RU age, Blackwell et al 2009;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Predmosti II Hradisko;Unit 10;;;89100;7800;7800;IRSL (infrared stimulated luminescence) dating;quartz;1994;;Matthias Göden;28.12.2015;Matthias Göden  28.12.15;
Predmosti II Hradisko;Unit 10;;;92800;8600;8600;TL (thermoluminescence) dating;quartz;1994;;Matthias Göden;28.12.2015;Matthias Göden  28.12.15;
Predmosti II Hradisko;Unit 3;OxA;OxA-5971;25040;320;320;14C (radiocarbon) dating;bone;1994;;Matthias Göden;28.12.2015;Matthias Göden  28.12.15;
Predmosti II Hradisko;Unit 6/7 lower;;;145800;13400;13400;TL (thermoluminescence) dating;quartz;1994;;Matthias Göden;28.12.2015;Matthias Göden  28.12.15;
Predmosti II Hradisko;Unit 6/7 lower;;;123700;11200;11200;IRSL (infrared stimulated luminescence) dating;quartz;1994;;Matthias Göden;28.12.2015;Matthias Göden  28.12.15;
Predmosti II Hradisko;Unit 6/7 upper;;;145800;13400;13400;TL (thermoluminescence) dating;quartz;1994;;Matthias Göden;28.12.2015;Matthias Göden  28.12.15;
Predmosti II Hradisko;Unit 6/7 upper;;;123700;11200;11200;IRSL (infrared stimulated luminescence) dating;quartz;1994;;Matthias Göden;28.12.2015;Matthias Göden  28.12.15;
Pushkari I;Layer 6;AA;AA-1389;19010;220;220;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-11309;20840;190;190;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-8529a;20700;500;500;14C (radiocarbon) dating;tooth;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-3382;21000;400;400;14C (radiocarbon) dating;bone;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-11307;22350;150;150;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-11311;20500;500;500;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-11311a;20900;900;900;14C (radiocarbon) dating;bone;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-11311b;20500;500;500;14C (radiocarbon) dating;bone;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-11310;20160;180;180;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-8529;20600;1200;1200;14C (radiocarbon) dating;tooth;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-11308;16000;0;1000000;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-3381;21100;400;400;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;QC;QC-899;16775;605;605;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;Ki (KIEV);Ki-11901;19500;240;240;14C (radiocarbon) dating;bone;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Pushkari I;Layer 6;GIN;GIN-10195;20350;180;180;14C (radiocarbon) dating;bone burnt;2002;;Abay Namen;21.04.2022;Abay Namen  21.04.22;
Putslaagte 1;Lower Unit;;PL1-2;58800;5300;5300;OSL (optically stimulated thermoluminescence) dating;quartz;2014;Sample from 1.5 m below surface, single grain;andrew;14.11.2014;Gregor Bader  14.11.14; andrew  29.03.17; andrew  06.06.19;
Putslaagte 1;Upper Unit;;PL1-1;60800;5200;5200;OSL (optically stimulated thermoluminescence) dating;quartz;2014;Sample from 0.8 m below surface, single grain;andrew;14.11.2014;Gregor Bader  14.11.14; andrew  29.03.17; andrew  06.06.19;
Putslaagte 8;CGBSS 12-15;;PL8-6;22900;1600;1600;OSL (optically stimulated thermoluminescence) dating;quartz;2015;CAM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 12-15;;PL8-8;17000;1200;1200;OSL (optically stimulated thermoluminescence) dating;quartz;2015;CAM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 12-15;;PL8-7;17800;1200;1200;OSL (optically stimulated thermoluminescence) dating;quartz;2015;CAM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 16-19;;PL8-5;25200;1800;1800;OSL (optically stimulated thermoluminescence) dating;quartz;2015;FFM model age, FFM-1, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 16-19;;PL8-5;27600;1900;1900;OSL (optically stimulated thermoluminescence) dating;quartz;2015;CAM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 16-19;;PL8-5;39100;3300;3300;OSL (optically stimulated thermoluminescence) dating;quartz;2015;FFM model age, FFM-2, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 20-22;;PL8-4;41200;3300;3300;OSL (optically stimulated thermoluminescence) dating;quartz;2015;FFM model age, FFM-1, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 20-22;;PL8-4;44200;3100;3100;OSL (optically stimulated thermoluminescence) dating;quartz;2015;CAM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 20-22;;PL8-4;65100;5500;5500;OSL (optically stimulated thermoluminescence) dating;quartz;2015;FFM model age, FFM-2, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 23-26;;PL8-3;45200;3200;3200;OSL (optically stimulated thermoluminescence) dating;quartz;2015;CAM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 23-26;;PL8-3;62100;4400;4400;OSL (optically stimulated thermoluminescence) dating;quartz;2015;FFM model age, FFM-1, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 23-26;;PL8-2;50600;4200;4200;OSL (optically stimulated thermoluminescence) dating;quartz;2015;CAM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 23-26;;PL8-3;36300;3100;3100;OSL (optically stimulated thermoluminescence) dating;quartz;2015;FFM model age, FFM-2, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;CGBSS 23-26;;PL8-2;66000;4900;4900;OSL (optically stimulated thermoluminescence) dating;quartz;2015;FFM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;FOBSS 6-8;;PL8-1;60100;4800;4800;OSL (optically stimulated thermoluminescence) dating;quartz;2015;CAM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Putslaagte 8;FOBSS 6-8;;PL8-1;75500;6000;6000;OSL (optically stimulated thermoluminescence) dating;quartz;2015;FFM model age, Mackay et al. 2015;Matthias Göden;17.06.2021;Matthias Göden  17.06.21;
Qafzeh;Layer 11;GifA;GifA-97338;31520;490;490;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 11;AA;AA-27290;29320;360;360;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 8;GifA;GifA-97336;26720;300;300;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 8;GifA;GifA-98231;28460;360;360;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 8;AA;AA-27294;27080;270;270;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 8;AA;AA-27289;27000;280;280;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 8;AA;AA-27293;26450;280;280;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 8;GifA;GifA-98229;27510;340;340;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 9;AA;AA-27291;28020;320;320;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 9;AA;AA-27292;28380;330;330;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 9;GifA;GifA-98230;29060;390;390;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer 9;GifA;GifA-97337;28020;320;320;14C (radiocarbon) dating;charcoal;2004;;Matthias Göden;28.05.2013;Matthias Göden  28.05.13;
Qafzeh;Layer XIX;;;95900;8100;8100;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XIX;;;82400;7700;7700;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XIX;;;84900;7300;7300;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XIX;;;96000;13000;13000;ESR (electron spin resonance) dating;tooth;1988;EU, material_dated: tooth enamel;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XIX;;;115000;15000;15000;ESR (electron spin resonance) dating;tooth;1988;LU, material_dated: tooth enamel;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XIX;;;98000;8900;8900;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XV;;;96000;13000;13000;ESR (electron spin resonance) dating;tooth;1988;EU, material_dated: tooth enamel;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XV;;;115000;15000;15000;ESR (electron spin resonance) dating;tooth;1988;LU, material_dated: tooth enamel;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVII;;;96000;13000;13000;ESR (electron spin resonance) dating;tooth;1988;EU, material_dated: tooth enamel;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVII;;;115000;15000;15000;ESR (electron spin resonance) dating;tooth;1988;LU, material_dated: tooth enamel;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVII;;;106000;9600;9600;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVII;;;94300;8800;8800;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVII;;;100700;8200;8200;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVII;;;89200;8400;8400;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVII;;;87800;7200;7200;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVII;;;107200;8800;8800;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVIII;;;93400;8200;8200;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVIII;;;89500;7000;7000;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XVIII;;;87900;7200;7200;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXI;;;89200;8900;8900;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXI;;;109900;9900;9900;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXI;;;115000;15000;15000;ESR (electron spin resonance) dating;tooth;1988;LU, material_dated: tooth enamel;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXI;;;90900;8700;8700;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXI;;;96000;13000;13000;ESR (electron spin resonance) dating;tooth;1988;EU, material_dated: tooth enamel;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXII;;;91200;8700;8700;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXII;;;86600;7400;7400;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXII;;;85400;6900;6900;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qafzeh;Layer XXIII;;;95000;7700;7700;TL (thermoluminescence) dating;lithic burnt;1988;;Matthias Göden;29.04.2013;Matthias Göden  29.04.13;
Qesem Cave;Lower Sequence;;QE-06-01;300000;30000;30000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Lower Sequence;;Q5-top;220000;7000;7000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Lower Sequence;;Q5-3;480000;120000;80000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Lower Sequence;;Q5-bottom;580000;130000;80000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-3;425000;110000;80000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-6;385000;80000;70000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-17;230000;40000;35000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q2 middle;300000;10000;10000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q2 Top-2;245000;10000;10000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-18;230000;10000;10000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-4;405000;85000;65000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-19;220000;25000;20000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-8;380000;45000;40000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-12;355000;105000;75000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q2 Top-1;320000;30000;30000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-7;380000;120000;85000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-13;350000;45000;40000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-14;310000;4000;35000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-15;235000;30000;25000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-5;390000;105000;80000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-10;365000;55000;45000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-11;360000;85000;70000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-2;490000;240000;130000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-16;235000;30000;30000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-9;370000;65000;55000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Qesem Cave;Upper Sequence;;Q3-1;510000;240000;140000;U series (uranium-thorium) dating;speleothem;;;Gregor Bader;07.05.2013;Gregor Bader  07.05.13;
Quneitra;Basal Basalt;;;550000;;;Ar/Ar (argon-argon) dating;basalt;1990;average age;andrew;13.09.2013;Matthias Göden  13.09.13; andrew  06.06.19;
Quneitra;Unit 3;;;53900;5900;5900;ESR (electron spin resonance) dating;tooth;1990;material_dated: tooth enamel;Matthias Göden;13.09.2013;Matthias Göden  13.09.13;
Quneitra;Unit 4b;;;370000;50000;50000;Ar/Ar (argon-argon) dating;basalt;1990;;andrew;13.09.2013;Matthias Göden  13.09.13; andrew  06.06.19;
Quwo;Layer 02;PKU;;50000;;;U series (uranium-thorium) dating;;1986;no further data;Xiangmei Kong;07.09.2021;Xiangmei Kong  07.09.21; Xiangmei Kong  23.09.21;
Ranc Pointu 2;Unit c1;;WLL921;145200;9200;9200;OSL (optically stimulated thermoluminescence) dating;quartz;2010;;Matthias Göden;08.11.2016;Matthias Göden  08.11.16;
Raqefet Cave;Layer II;RT;I-6865;18910;330;330;14C (radiocarbon) dating;charcoal;2005;correlates with layer III 2004;maria;13.12.2017;maria  13.12.17;
Raqefet Cave;Layer II;RT;I-7031;15460;200;200;14C (radiocarbon) dating;charcoal;2004;correlates with layer III 2004;maria;12.11.2013;Inga Bergmann  12.11.13; maria  13.12.17;
Raqefet Cave;Layer III;RT;RTT-4937;33040;550;550;14C (radiocarbon) dating;charcoal;2005;;maria;12.11.2013;Inga Bergmann  12.11.13; maria  13.12.17;
Raqefet Cave;Layer III;RT;I-6866;33810;1740;1740;14C (radiocarbon) dating;charcoal;2005;correlates with layer IV 2004;maria;13.12.2017;maria  13.12.17;
Raqefet Cave;Layer III;RT;RTT-4945;30540;440;440;14C (radiocarbon) dating;charcoal;2005;;maria;12.11.2013;Inga Bergmann  12.11.13; maria  13.12.17;
Raqefet Cave;Layer III;RT;RTT-4940;30610;400;400;14C (radiocarbon) dating;charcoal;2005;;maria;12.11.2013;Inga Bergmann  12.11.13; maria  13.12.17;
Raqefet Cave;Layer IV;RT;RTT-4944;31800;470;470;14C (radiocarbon) dating;charcoal;2005;;maria;13.12.2017;maria  13.12.17;
Raqefet Cave;Layer IV;RT;RTT-4938;32560;520;520;14C (radiocarbon) dating;charcoal;2005;;maria;13.12.2017;maria  13.12.17;
Raqefet Cave;Layer IV;RT;RTT-4941;32100;450;450;14C (radiocarbon) dating;charcoal;2005;;maria;13.12.2017;maria  13.12.17;
Raqefet Cave;Layer IV;RT;I-6867;33810;1740;1740;14C (radiocarbon) dating;charcoal;2005;correlates with layer V 2004;maria;12.11.2013;Inga Bergmann  12.11.13; maria  13.12.17;
Raqefet Cave;Layer IV;RT;RTT-4939;31070;430;430;14C (radiocarbon) dating;charcoal;2005;;maria;13.12.2017;maria  13.12.17;
Raqefet Cave;Layer IV;RT;RTT-4943;31920;480;480;14C (radiocarbon) dating;charcoal;2005;;maria;13.12.2017;maria  13.12.17;
Raqefet Cave;Layer IV;RT;RTT-4942;31340;480;480;14C (radiocarbon) dating;charcoal;2005;;maria;13.12.2017;maria  13.12.17;
Raqefet Cave;Layer VII;RT;I-6868;26060;840;840;14C (radiocarbon) dating;charcoal;2004;correlates with layer VII 2004;maria;12.11.2013;Inga Bergmann  12.11.13; Inga Bergmann  13.11.13; maria  13.12.17;
Raqefet Cave;Layer VIII;RT;I-6869;34600;1900;1900;14C (radiocarbon) dating;charcoal;2004;correlates with layer VII 2004;maria;12.11.2013;Inga Bergmann  12.11.13; Inga Bergmann  13.11.13; maria  13.12.17;
Ras el Wadi;Q4;;;27310;320;320;14C (radiocarbon) dating;charcoal;;;Matthias Göden;13.07.2011;Patrick Schmidt  13.07.2011; Matthias Göden  27.08.19;
Ras el Wadi;Q4;;;30000;9000;9000;U series (uranium-thorium) dating;unknown;0;;Matthias Göden;13.07.2011;Patrick Schmidt  13.07.2011; andrew  17.04.19; Matthias Göden  27.08.19;
Ras el Wadi;Q5;;;18020;190;190;14C (radiocarbon) dating;charcoal;;;Matthias Göden;13.07.2011;Patrick Schmidt  13.07.2011; Matthias Göden  27.08.19;
Redcliff Cave;West Wall;I;I-3726;25650;1800;1800;14C (radiocarbon) dating;bone;;depth 7 feet;andrew;12.01.2011;Michaela Ecker 2011-01-12;
Redcliff Cave;West Wall;I;I-3727;35500;2700;2700;14C (radiocarbon) dating;bone;;depth 14 feet;Michaela Ecker;12.01.2011;Michaela Ecker 2011-01-12;
Redcliff Cave;West Wall;I;I-3727;39900;1000000;0;14C (radiocarbon) dating;bone;;depth 16 feet;Michaela Ecker;12.01.2011;Michaela Ecker 2011-01-12;
Remagen-Schwalbenberg;Schwalbenberg layer 1;Hd;Hd-SCHW 3;29600;2700;2700;TL (thermoluminescence) dating;sediment;1987;after App et al. 1995; HDTL-SCHW 3; loess, over AH 1;Julia Lutz;13.05.2021;Julia Lutz  13.05.21;
