assemblage.name;assemblage.created;country_continent.continent;locality.idlocality;locality.country;locality.created;
FB4 (IT0, IH2-IH3 (U8));08.03.2022;Europe;Gruta da Figueira Brava;Portugal;22.02.2022;
Gravettian;21.01.2022;Europe;Gruta das Salemas;Portugal;21.01.2022;
Gravettian;09.08.2022;Europe;Gruta da Furninha;Portugal;02.08.2022;
Gravettian;10.11.2022;Europe;Gruta da Casa da Moura;Portugal;09.11.2022;
Gravettian (1940-42);20.12.2022;Europe;Terra do Manuel;Portugal;19.12.2022;
Gravettian (assemblage 1);24.10.2022;Europe;Vascas;Portugal;24.10.2022;
Gravettian (assemblage 2);24.10.2022;Europe;Vascas;Portugal;24.10.2022;
Gravettian (layer 7 base CPM II);21.11.2022;Europe;Cabeço de Porto Marinho;Portugal;17.11.2022;
Gravettian (layer 7 top CPM II);21.11.2022;Europe;Cabeço de Porto Marinho;Portugal;17.11.2022;
Gravettian (layer 9b upper);20.10.2022;Europe;Buraca Grande;Portugal;20.10.2022;
Gravettian (lithics);10.01.2023;Europe;Foz do Medal;Portugal;20.12.2022;
Gravettian (lithics);25.01.2023;Europe;Buraca Escura;Portugal;25.01.2023;
Gravettian 1 (layer D CPM III);21.11.2022;Europe;Cabeço de Porto Marinho;Portugal;17.11.2022;
Gravettian or Solutrean (cave wall);02.05.2022;Europe;Gruta do Escoural;Portugal;02.05.2022;
Layer 4 (Lithics);24.01.2022;Europe;Gruta Nova da Columbeira;Portugal;28.09.2021;
Layer 5 (Lithics);24.01.2022;Europe;Gruta Nova da Columbeira;Portugal;28.09.2021;
Layer 6 (Lithics);24.01.2022;Europe;Gruta Nova da Columbeira;Portugal;28.09.2021;
Layer 6a (Lithics);24.01.2022;Europe;Gruta Nova da Columbeira;Portugal;28.09.2021;
Layer 7 (Lithics);24.01.2022;Europe;Gruta Nova da Columbeira;Portugal;28.09.2021;
Layer 8 (Lithics);24.01.2022;Europe;Gruta Nova da Columbeira;Portugal;28.09.2021;
Layer 9 (Lithics);24.01.2022;Europe;Gruta Nova da Columbeira;Portugal;28.09.2021;
Layer C - Lithics;26.04.2022;Europe;Gato Preto;Portugal;26.04.2022;
Lithics (indet);09.08.2022;Europe;Gruta da Furninha;Portugal;02.08.2022;
Middle Paleolithic;31.01.2022;Europe;Pego do Diabo;Portugal;31.01.2022;
Middle Paleolithic (GFU 6) lithics;07.04.2022;Europe;Cardina-Salto do Boi;Portugal;07.04.2022;
Middle Paleolithic (GFU 7) lithics;07.04.2022;Europe;Cardina-Salto do Boi;Portugal;07.04.2022;
Middle Paleolithic (layer 10);20.10.2022;Europe;Buraca Grande;Portugal;20.10.2022;
Middle Paleolithic (layer 9b lower);20.10.2022;Europe;Buraca Grande;Portugal;20.10.2022;
Mousterian;09.08.2022;Europe;Gruta da Furninha;Portugal;02.08.2022;
Proto-Solutrean (assemblage 3);24.10.2022;Europe;Vascas;Portugal;24.10.2022;
Solutrean;21.01.2022;Europe;Gruta das Salemas;Portugal;21.01.2022;
Solutrean;09.08.2022;Europe;Gruta da Furninha;Portugal;02.08.2022;
Solutrean;27.10.2022;Europe;Lapa do Anecrial;Portugal;26.10.2022;
Solutrean (cave wall);02.05.2022;Europe;Gruta do Escoural;Portugal;02.05.2022;
Solutrean (layer 9a);20.10.2022;Europe;Buraca Grande;Portugal;20.10.2022;
Solutrean (lithics);20.12.2022;Europe;Foz do Medal;Portugal;20.12.2022;
Solutrean or Magdalenian  (cave wall);02.05.2022;Europe;Gruta do Escoural;Portugal;02.05.2022;
TP06;24.08.2022;Europe;Lagar Velho;Portugal;23.08.2022;
TP09;24.08.2022;Europe;Lagar Velho;Portugal;23.08.2022;
Upper Paleolithic (indet);09.08.2022;Europe;Gruta da Furninha;Portugal;02.08.2022;
Vale de Porcos I;25.08.2022;Europe;Vale de Porcos;Portugal;25.08.2022;
Vale de Porcos II;25.08.2022;Europe;Vale de Porcos;Portugal;25.08.2022;
child burial;24.08.2022;Europe;Lagar Velho;Portugal;23.08.2022;
final Gravettian;12.12.2022;Europe;Casal do Felipe;Portugal;12.12.2022;
late Gravettian;28.10.2022;Europe;Fonte Santa;Portugal;28.10.2022;
late Gravettian (GFU 4b) lithics;07.04.2022;Europe;Cardina-Salto do Boi;Portugal;07.04.2022;
late Middle Paleolithic (GFU 5 / UA 11-38) lithics;07.04.2022;Europe;Cardina-Salto do Boi;Portugal;07.04.2022;
layer 10 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 13 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 14 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 15-17 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 18 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 19 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 20 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 21 (lithics);09.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 22 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 26 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 4 (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer 5 (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer 6 (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer 8 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer 9 (lithics);05.05.2022;Europe;Gruta da Oliveira;Portugal;05.05.2022;
layer Eb (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer Fa (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer Fb (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer Fc (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer H (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer I (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer Ja (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer Jb (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer K (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer L (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer M (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer N (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer O (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
layer P (lithics);15.03.2022;Europe;Gruta do Caldeirão;Portugal;11.03.2022;
level 2 (1988-89);19.12.2022;Europe;Terra do Manuel;Portugal;19.12.2022;
level 2 (2007);19.12.2022;Europe;Terra do Manuel;Portugal;19.12.2022;
level 2s (1988-89);19.12.2022;Europe;Terra do Manuel;Portugal;19.12.2022;
level 2s1 (2007);19.12.2022;Europe;Terra do Manuel;Portugal;19.12.2022;
level 2s2 (2007);19.12.2022;Europe;Terra do Manuel;Portugal;19.12.2022;
level B1 (lithics);16.05.2022;Europe;Gruta da Aroeira;Portugal;13.05.2022;
level B2 (lithics);16.05.2022;Europe;Gruta da Aroeira;Portugal;13.05.2022;
level C (lithics);16.05.2022;Europe;Gruta da Aroeira;Portugal;13.05.2022;
level DD (Aurignacian) lithics;30.03.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level E (lithics);16.05.2022;Europe;Gruta da Aroeira;Portugal;13.05.2022;
level FF (EUP) lithics;30.03.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level GG (Aurignacian) lithics;30.03.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level JJ (Mousterian) lithics;30.03.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level T lower/U (terminal Gravettian) lithics;04.04.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level T middle (Protosolurtean) lithics;04.04.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level V (Gravettian) lithics;04.04.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level W (Gravettian) lithics;04.04.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level X (Gravettian) lithics;04.04.2022;Europe;Lapa do Picareiro;Portugal;29.03.2022;
level Xb/c (lithics);16.05.2022;Europe;Gruta da Aroeira;Portugal;13.05.2022;
middle Gravettian (GFU 5 / UA 1-5) lithics;07.04.2022;Europe;Cardina-Salto do Boi;Portugal;07.04.2022;
middle Gravettian (lithics);23.01.2023;Europe;Vau;Portugal;23.01.2023;
middle Paleolithic (lithics);25.01.2023;Europe;Buraca Escura;Portugal;25.01.2023;
older Gravettian;27.10.2022;Europe;Lapa do Anecrial;Portugal;26.10.2022;
shelter layer A;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
shelter layer B;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
shelter layer C;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
shelter layer D;15.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
terminal Gravettian;27.10.2022;Europe;Lapa do Anecrial;Portugal;26.10.2022;
terrace C4a;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
terrace C4b;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
terrace C5;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
terrace C6;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
terrace lower 5;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
terrace upper 5/4E;14.07.2022;Europe;Vale Boi;Portugal;13.07.2022;
unknown (cave wall);02.05.2022;Europe;Gruta do Escoural;Portugal;02.05.2022;
Cosava GH1-2 (III) 2009 finds;13.07.2020;Europe;Cosava I;Romania;13.07.2020;
Cosava GH1-2 (III) Mogasanu finds;13.07.2020;Europe;Cosava I;Romania;13.07.2020;
Cosava GH3 (II) 2009 finds;13.07.2020;Europe;Cosava I;Romania;13.07.2020;
Cosava GH3 (II) Mogasanu finds;13.07.2020;Europe;Cosava I;Romania;13.07.2020;
Cosava GH4 (I) 2009 finds;13.07.2020;Europe;Cosava I;Romania;13.07.2020;
Cosava GH4 (I) Mogasanu finds;13.07.2020;Europe;Cosava I;Romania;13.07.2020;
Mitoc-Malu Galben layer 12b-8a finds;10.07.2020;Europe;Mitoc-Malu Galben;Romania;10.07.2020;
Mitoc-Malu Galben layer 6b finds;10.07.2020;Europe;Mitoc-Malu Galben;Romania;10.07.2020;
Pestera cu Oase human remains 1;29.07.2022;Europe;Pestera cu Oase;Romania;17.03.2015;
Pestera cu Oase human remains 2;29.07.2022;Europe;Pestera cu Oase;Romania;17.03.2015;
Pestera cu Oase, surface Fauna;22.08.2022;Europe;Pestera cu Oase;Romania;17.03.2015;
Pestera cu Oase, surface or Layer 1 Fauna;22.08.2022;Europe;Pestera cu Oase;Romania;17.03.2015;
Romanesti-Dumbravita GH3 finds;09.07.2020;Europe;Romanesti-Dumbravita;Romania;09.07.2020;
Romanesti-Dumbravita GH4 finds;09.07.2020;Europe;Romanesti-Dumbravita;Romania;09.07.2020;
Romanesti-Dumbravita Layer I finds;09.07.2020;Europe;Romanesti-Dumbravita;Romania;09.07.2020;
Romanesti-Dumbravita Layer II finds;09.07.2020;Europe;Romanesti-Dumbravita;Romania;09.07.2020;
Romanesti-Dumbravita Layer III finds;09.07.2020;Europe;Romanesti-Dumbravita;Romania;09.07.2020;
Romanesti-Dumbravita Layer IV finds;09.07.2020;Europe;Romanesti-Dumbravita;Romania;09.07.2020;
Romanesti-Dumbravita Layer V finds;09.07.2020;Europe;Romanesti-Dumbravita;Romania;09.07.2020;
Romanesti-Dumbravita Layer VI finds;09.07.2020;Europe;Romanesti-Dumbravita;Romania;09.07.2020;
Tincova Layer I-IV Sitlivy finds;14.07.2020;Europe;Tincova;Romania;14.07.2020;
Tincova Layer I-IV finds;14.07.2020;Europe;Tincova;Romania;14.07.2020;
AG II human remains 1;08.07.2022;Asia;Afontova Gora II;Russia;18.01.2022;
AG II human remains 2;08.07.2022;Asia;Afontova Gora II;Russia;18.01.2022;
AG II human remains 3;08.07.2022;Asia;Afontova Gora II;Russia;18.01.2022;
AG II human remains 4;08.07.2022;Asia;Afontova Gora II;Russia;18.01.2022;
Animal and artefact horizon lithic assemblage;15.02.2021;Asia;Byzovaya;Russia;15.02.2021;
Anui 2 Level 10;08.04.2020;Asia;Anui 2;Russia;19.10.2011;
Anui 2 Level 11;08.04.2020;Asia;Anui 2;Russia;19.10.2011;
Anui 2 Level 12;08.04.2020;Asia;Anui 2;Russia;19.10.2011;
Anui 2 Level 6;08.04.2020;Asia;Anui 2;Russia;19.10.2011;
Anui 2 Level 7;08.04.2020;Asia;Anui 2;Russia;19.10.2011;
Anui 2 Level 8;08.04.2020;Asia;Anui 2;Russia;19.10.2011;
Anui 2 Level 9;08.04.2020;Asia;Anui 2;Russia;19.10.2011;
Anui 2 Levels 1-5;08.04.2020;Asia;Anui 2;Russia;19.10.2011;
Archaeological horizon 1 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 1 archaeological assemblage;20.09.2021;Asia;Tolbaga;Russia;20.09.2021;
Archaeological horizon 10 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 2 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 3 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 4 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 5 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 6 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 7 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 8 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Archaeological horizon 9 archaeological assemblage;14.04.2021;Asia;Tinit-1;Russia;13.04.2021;
Assemblage 1;10.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
B1-B2 horizon archaeological assemblage;20.01.2022;Asia;Afontova Gora II;Russia;18.01.2022;
Baigara Irtysh river fauna;18.11.2016;Asia;Baigara;Russia;09.09.2014;
Baigara human remains;09.09.2014;Asia;Baigara;Russia;09.09.2014;
Barakai Layer 2 fauna;13.04.2017;Asia;Barakai;Russia;13.04.2017;
Barakai Layer 2 human remains;13.04.2017;Asia;Barakai;Russia;13.04.2017;
Bogdanovka Cultural horizon 1 lithic assemblage;11.02.2021;Asia;Bogdanovka;Russia;11.02.2021;
BolshoyLyakhovskyIsland_Pangaea_0.1;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_0.55;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_1.2;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_2;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_3.7;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_4.1;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_5.8;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_6.2;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_7.3;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
BolshoyLyakhovskyIsland_Pangaea_8;11.01.2022;Asia;Bolshoy Lyakhovsky Island;Russia;11.01.2022;
Bronze Age;08.12.2021;Asia;Ust-Mil II;Russia;08.12.2021;
Butovka_Neotoma_1;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_100;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_110;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_120;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_130;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_140;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_150;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_160;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_175;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_190;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_20;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_200;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_210;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_220;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_230;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_240;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_250;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_260;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_270;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_280;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_290;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_300;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_310;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_320;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_330;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_340;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_350;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_360;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_370;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_380;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_390;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_40;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_400;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_410;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_420;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_430;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_440;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_450;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_460;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_470;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_480;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_490;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_50;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_500;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_510;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_515;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_525;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_535;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_545;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_550;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_565;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_575;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_585;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_595;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_60;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_605;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_615;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_625;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_635;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_645;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_655;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_665;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_675;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_685;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_695;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_70;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_705;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_715;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_725;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_735;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_745;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_755;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_765;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_775;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_785;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_80;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_800;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_810;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_820;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_90;28.11.2021;Asia;Butovka;Russia;28.11.2021;
Butovka_Neotoma_910;28.11.2021;Asia;Butovka;Russia;28.11.2021;
C1-C2 horizon archaeological assemblage;20.01.2022;Asia;Afontova Gora II;Russia;18.01.2022;
C3 horizon archaeological assemblage;20.01.2022;Asia;Afontova Gora II;Russia;18.01.2022;
Chagyrskaya human remains 01;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 02;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 03;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 04;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 05;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 06;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 07;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 08;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 09;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 10;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 11;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 12;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 13;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 14;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 15;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 16;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 17;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 18;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 19;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 20;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 21;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 22;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 23;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 24;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 25;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 26;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 27;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 28;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 29;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 30;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 31;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 32;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 33;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 34;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 35;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 36;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 37;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 38;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 39;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 40;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 41;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 42;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 43;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 44;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 45;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 46;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 47;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 48;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 49;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
